2020-12-30,b'Rose Above Upper Bollinger Band today: $GDMA $SPUS $MNSB $LAWS $ACTCU $AWF $SHYG $DFFN $PSMB $TYHT $NBY $NOVN $DOL $SNLN $BSJP $ECNS $CD $ARBGU $CRESY $BBGI ... https://t.co/AyIukUGmib'
2020-12-27,"b'$ARBGU We expect to favor potential technologically driven target companies in the consumer industry. In addition, a target company must demonstrate a dedication to Diversity, Equity and Inclusion (\xe2\x80\x9cDE&amp;I\xe2\x80\x9d) and strong Environmental, Social and Governance (\xe2\x80\x9cESG\xe2\x80\x9d) principles.'"
