2021-01-05,"b'$KMF Kayne Anderson NextGen Energy &amp; Infrastructure Provides Unaudited Balance Sheet Information and Announces its Net Asset Value and Asset Coverage Ratios at December 31, 2020 https://t.co/9zDIILVc6C'"
2021-01-05,"b'Kayne Anderson NextGen Energy &amp; Infrastructure Provides Unaudited Balance Sheet Information and Announces its Net Asset Value and Asset Coverage Ratios at December 31, 20.. $KMF https://t.co/gS54reGJYW'"
2021-01-05,"b'$KMF Kayne Anderson NextGen Energy &amp; Infrastructure Provides Unaudited Balance Sheet Information and Announces its Net Asset Value and Asset Coverage Ratios at December 31, 2020\nhttps://t.co/HSJIpwxcks'"
2020-12-31,"b'SOCIAL ACTIVITY: $KMF - Kayne Anderson NextGen Energy &amp; Infrastructure, Inc. https://t.co/c9k5SyQziD \xf0\x9f\x93\x88 TradeIdeas via \xe2\x9f\xb6 https://t.co/ZgCyz4rX3x'"
