2021-01-04,   《HKEx》- 00887 EMPEROR WATCH&J - Monthly Return of Equity Issuer on Movements in Securities for the Month ended 31 December 2020 
2020-08-27, HKRMA: Overall Dec's Retail Unpromising; Almost 60% Members Say to Close Shops after 1Q Leases End 
