2020-09-10,   《HKEx》- 02339 BWI INT''L - Monthly Return of Equity Issuer on Movements in Securities for the Month Ended 31 December 2020 
2020-09-10,   《HKEx》- 02339 BWI INT''L - (i) INSIDE INFORMATION; (ii) POTENTIAL CHANGE IN SHAREHOLDING OF A CONTROLLING SHAREHOLDER 
