2020-12-29,   《HKEx》- 02338 WEICHAI POWER - Monthly Return of Equity Issuer on Movements in Securities for the month ended 31 December 2020 
2020-12-28, *Daiwa Trims WEICHAI POWER (02338.HK) TP to $21.4; Rated Buy 
