2020-11-16,   《HKEx》- 01036 VANKE OVERSEAS - Monthly Return of Equity Issuer on Movements in Securities for the month ended 31st December 2020 
2020-07-29, 450 New Home Deals at Weekend; 'The Pavilia Farm II' 2nd Log Sold Out in 9 Hours 
