2020-04-02,-1
2020-04-03,-1
2020-04-06,1
2020-04-07,-1
2020-04-08,1
2020-04-09,-1
2020-04-13,-1
2020-04-14,0
2020-04-15,-1
2020-04-16,-1
2020-04-17,1
2020-04-20,0
2020-04-21,1
2020-04-22,-1
2020-04-23,1
2020-04-24,-1
2020-04-27,-1
2020-04-28,-1
2020-04-29,-1
2020-04-30,-1
2020-05-01,1
2020-05-04,1
2020-05-05,-1
2020-05-06,-1
2020-05-07,1
2020-05-08,-1
2020-05-11,-1
2020-05-12,-1
2020-05-13,-1
2020-05-14,0
2020-05-15,1
2020-05-18,-1
2020-05-19,-1
2020-05-20,1
2020-05-21,-1
2020-05-22,0
2020-05-26,1
2020-09-30,-1
2020-10-01,1
2020-10-02,0
2020-10-05,0
2020-10-06,-1
2020-10-07,0
2020-10-08,0
2020-10-09,-1
2020-10-12,1
2020-10-13,-1
2020-10-14,-1
2020-10-15,-1
2020-10-16,-1
2020-10-19,0
2020-10-20,0
2020-10-21,0
2020-10-22,0
2020-10-23,0
2020-10-26,0
2020-10-27,-1
2020-10-28,0
2020-10-29,1
2020-10-30,1
2020-11-02,-1
2020-11-03,-1
2020-11-04,1
2020-11-05,0
2020-11-06,0
2020-11-09,0
2020-11-10,-1
2020-11-11,-1
2020-11-12,1
2020-11-13,-1
2020-11-16,-1
2020-11-17,0
2020-11-18,1
2020-11-19,0
2020-11-20,1
2020-11-23,-1
2020-11-24,1
2020-11-25,1
2021-01-06,1
2020-04-02,-1
2020-04-03,-1
2020-04-06,1
2020-04-07,-1
2020-04-08,1
2020-04-09,-1
2020-04-13,-1
2020-04-14,0
2020-04-15,-1
2020-04-16,-1
2020-04-17,1
2020-04-20,0
2020-04-21,1
2020-04-22,-1
2020-04-23,1
2020-04-24,-1
2020-04-27,-1
2020-04-28,-1
2020-04-29,-1
2020-04-30,-1
2020-05-01,1
2020-05-04,1
2020-05-05,-1
2020-05-06,-1
2020-05-07,1
2020-05-08,-1
2020-05-11,-1
2020-05-12,-1
2020-05-13,-1
2020-05-14,0
2020-05-15,1
2020-05-18,-1
2020-05-19,-1
2020-05-20,1
2020-05-21,-1
2020-05-22,0
2020-05-26,1
2020-09-30,-1
2020-10-01,1
2020-10-02,0
2020-10-05,0
2020-10-06,-1
2020-10-07,0
2020-10-08,0
2020-10-09,-1
2020-10-12,1
2020-10-13,-1
2020-10-14,-1
2020-10-15,-1
2020-10-16,-1
2020-10-19,0
2020-10-20,0
2020-10-21,0
2020-10-22,0
2020-10-23,0
2020-10-26,0
2020-10-27,-1
2020-10-28,0
2020-10-29,1
2020-10-30,1
2020-11-02,-1
2020-11-03,-1
2020-11-04,1
2020-11-05,0
2020-11-06,0
2020-11-09,0
2020-11-10,-1
2020-11-11,-1
2020-11-12,1
2020-11-13,-1
2020-11-16,-1
2020-11-17,0
2020-11-18,1
2020-11-19,0
2020-11-20,1
2020-11-23,-1
2020-11-24,1
2020-11-25,1
2021-01-12,1
