Dec-29-20,10:15AM,"Pentair (PNR) Acquires Rocean, Expands Water Treatment Solutions"
Jan-05-21,08:17AM,"Avery Dennison (AVY) Buys ACPO, Expands Product Portfolio"
Jan-04-21,04:45PM,Avery Dennison Acquires ACPO Ltd.
Jan-04-21,08:57AM,Crown Holdings (CCK) Hits 52-Week High: What's Driving the Rally?
