Dec-09-20,08:00AM,francescas® Receives Court Approval of First Day Motions to Support Ongoing Operations
Dec-07-20,11:45AM,Francesca's for Sale: Another Retailer Goes Bankrupt
Dec-04-20,06:42PM,Francescas Files for Bankruptcy With Pandemic Toll Growing
Dec-04-20,10:15AM,"Francescas Files for Bankruptcy, Eyes Sale"
Dec-04-20,06:17AM,Francesca's is latest retailer to file for bankruptcy during pandemic
Dec-03-20,07:38PM,francescas® Files Voluntary Chapter 11 to Implement Sale
Nov-27-20,02:12PM,Francescas Plans Bankruptcy Filing as Soon as Next Week
Nov-16-20,10:29AM,"Francesca's to close 140 stores, warns of possible bankruptcy"
Sep-15-20,05:28PM,Francescas Stock Plummets as the Retailer Brings in Financial Advisors to Help Battered Business
Sep-15-20,08:06AM,Francesca's shares slide premarket as retailer sees doubt it can continue as going concern
Sep-15-20,07:30AM,francescas® Reports Second Quarter Fiscal Year 2020 Financial Results and Announces Exploration of Strategic Alternatives
Sep-01-20,07:30AM,francescas® Announces Reporting Date for Second Quarter Fiscal Year 2020 Financial Results
Jul-28-20,08:29AM,Francesca's shares soar 42% after second-quarter outlook forecasts sales increase
Jul-28-20,07:30AM,francescas® Provides Business Update and Second Quarter Outlook; Reports Final First Quarter Fiscal Year 2020 Financial Results
Jul-02-20,07:30AM,francescas® Partners with Poq to Develop Mobile Application
Jul-02-20,07:30AM,francesca's® Partners With Poq to Develop Mobile Application
Jun-19-20,08:53AM,Francesca's Shares Drop Due to Drab Preliminary Q1 Results
Jun-18-20,04:32PM,"S&P 500 and Nasdaq end higher, buoyed by energy and consumer staples as Wall Street wrestles with rising coronavirus cases"
Jun-18-20,04:05PM,Stocks close mixed as coronavirus cases show no let-up
Jun-18-20,03:07PM,"Coronavirus update: 100 days since COVID-19 declared a pandemic, and U.S. has highest case and death tallies by a wide margin"
Jun-18-20,07:57AM,"Francesca's Q2 sales down 50%, says pandemic raises doubt about ability to continue as 'going concern'"
Jun-18-20,07:30AM,francescas® Provides Update on COVID-19 Response and Reports Select Preliminary First Quarter Fiscal Year 2020 Financial Results
Jun-16-20,07:35AM,francescas® Announces Reporting Date for Preliminary First Quarter Fiscal Year 2020 Financial Results
Jun-10-20,12:53PM,Edited Transcript of FRAN earnings conference call or presentation 1-May-20 8:30pm GMT
May-30-20,11:04AM,Hedge Funds Watching Francescas Holdings Corp (FRAN) From Afar
May-01-20,04:01PM,francescas® Reports Fourth Quarter and Fiscal Year 2019 Financial Results and Provides Update on COVID-19 Pandemic Response
Apr-03-20,07:11AM,Investors Who Bought Francesca's Holdings (NASDAQ:FRAN) Shares Five Years Ago Are Now Down 99%
Mar-24-20,06:30AM,Francesca's Holdings Corp. to Host Earnings Call
Mar-20-20,01:59PM,francescas® Provides a Business Update on COVID-19
Feb-13-20,06:10PM,Houston-based national retailer names new CEO after year-long interim period
Feb-13-20,04:01PM,francescas® Announces Appointment of Andrew Clarke to President and Chief Executive Officer
Feb-03-20,08:50AM,Is Francesca's Holdings Corporation (NASDAQ:FRAN) A Volatile Stock?
Dec-20-19,07:50AM,Insider Buying: The Francesca's Holdings Corporation (NASDAQ:FRAN) Independent Director Just Bought US$51k Worth Of Shares
Dec-16-19,07:29AM,Francescas Holdings Corp (FRAN): Are Hedge Funds Right About This Stock?
Dec-12-19,10:16AM,Edited Transcript of FRAN earnings conference call or presentation 10-Dec-19 1:30pm GMT
Dec-10-19,02:22PM,Houston-based national retailer starts CEO search amid turnaround efforts
Dec-10-19,07:30AM,francescas® Reports Third Quarter Fiscal Year 2019 Financial Results
Dec-03-19,11:30AM,Is Francesca's Holdings (NASDAQ:FRAN) Using Too Much Debt?
Nov-26-19,07:30AM,francescas® Announces Reporting Date for Third Quarter Fiscal Year 2019 Financial Results
Nov-05-19,07:30AM,14 Low Float Stocks With High Short Interest
Oct-17-19,08:11AM,"Introducing Francesca's Holdings (NASDAQ:FRAN), The Stock That Tanked 91%"
Sep-20-19,10:49AM,Edited Transcript of FRAN earnings conference call or presentation 10-Sep-19 12:30pm GMT
Sep-11-19,05:54AM,Are Insiders Buying Francesca's Holdings Corporation (NASDAQ:FRAN) Stock?
Sep-10-19,07:30AM,francescas® Reports Second Quarter Fiscal Year 2019 Financial Results
Sep-10-19,06:30AM,Francesca's Holdings Corp. to Host Earnings Call
Sep-04-19,01:53PM,"National Houston-based retailer names new board chair, mulls board expansion"
Sep-03-19,08:53AM,francescas® Announces Appointment of New Board Chair and Exploration of Board Expansion
Aug-27-19,04:01PM,francescas® Announces Reporting Date for Second Quarter Fiscal Year 2019 Financial Results
Aug-16-19,07:24AM,5 Cheap Stocks to Buy That Are $6 or Less
Aug-15-19,08:53AM,"National Houston-based retailer completes strategic review, gets new loan agreement"
Aug-14-19,07:30AM,francescas® Announces $10 million Term Loan Agreement Completion of Strategic Alternatives Review
Aug-11-19,12:20PM,"Energy cos., retailers among 10 largest Houston companies at risk of delisting"
Aug-06-19,07:24AM,Francesca's shares soar after activist investor reveals 22% stake
Aug-05-19,03:47PM,Is Francesca's Holdings Corporation (NASDAQ:FRAN) A Volatile Stock?
Aug-05-19,09:38AM,National Houston-based retailer adopts 'poison pill' to deter hostile takeover
Aug-02-19,09:33AM,Francesca's shares pop after stockholder rights plan announced
Aug-02-19,08:30AM,francescas® Adopts Stockholder Rights Plan
Jul-18-19,12:05PM,"A Look At Benzinga Pro's Most-Searched Tickers For July 18, 2019"
Jul-17-19,12:26PM,Francescas Holdings News: Why FRAN Stock Is Skyrocketing Today
Jul-17-19,11:39AM,"A Look At Benzinga Pro's Most-Searched Tickers For July 17, 2019"
Jul-16-19,12:25PM,Why Pier 1 and Francesca's Holdings Stocks Are Plummeting
Jul-01-19,07:50PM,CFO to leave national Houston-based retailer amid turnaround effort
Jul-01-19,04:01PM,francescas® Announces Departure of Chief Financial Officer
Jun-30-19,02:40PM,"National Houston-based retailer takes action to avoid delisting amid turnaround efforts, store closures"
Jun-28-19,04:01PM,francescas® Announces Reverse Stock Split
Jun-21-19,07:44AM,Edited Transcript of FRAN earnings conference call or presentation 13-Jun-19 12:30pm GMT
Jun-14-19,12:12PM,Francescas News: What FRAN Stock Is Falling Hard Today
Jun-13-19,07:30AM,francescas® Reports First Quarter Fiscal Year 2019 Financial Results
Jun-13-19,06:30AM,Francesca's Holdings Corp. to Hst Earnings Call
Jun-06-19,04:01PM,francescas® Announces Reporting Date for First Quarter Fiscal Year 2019 Financial Results
May-09-19,02:08PM,Edited Transcript of FRAN earnings conference call or presentation 3-May-19 12:30pm GMT
May-05-19,10:15PM,"National Houston-based retailer plans at least 20 store closures, other turnaround efforts"
May-03-19,07:30AM,francescas® Reports Fourth Quarter and Fiscal Year 2018 Financial Results
May-03-19,06:30AM,Francesca's Holdings Corp. to Host Earnings Call
May-01-19,03:21PM,francescas® Announces Reporting Date for Fourth Quarter and Fiscal Year 2018 Financial Results
Apr-19-19,09:04AM,"Francescas cuts jobs, delays filing annual report amid strategic review"
Apr-18-19,04:01PM,francescas® Announces Delay in Fiscal 2018 10-K Filing and Provides Preliminary Estimated Results for Fourth Quarter Fiscal Year 2018
Mar-13-19,09:33AM,"Introducing Francescas Holdings (NASDAQ:FRAN), The Stock That Collapsed 96%"
Feb-05-19,02:42PM,Former Francescas CEO gets C-level role at Academy Sports + Outdoors
Jan-31-19,03:25PM,[$$] Retailer Francesca's Hires Advisers to Explore Options
