Dec-16-20,06:08PM,Skillz Becomes First Publicly-Traded Mobile Esports Platform
Dec-04-20,04:56PM,"Skillz to Participate in UBSs 2020 Global Technology, Media & Telecommunications Virtual Conference"
Dec-01-20,06:34PM,Flying Eagle Announces Effectiveness of Registration Statement for Proposed Business Combination with Skillz
Nov-30-20,06:12PM,"Skillz to Participate in Wells Fargos 2020 Technology, Media & Telecommunications Virtual Summit"
Nov-16-20,06:15PM,"Skillz to Participate in RBC's Global Technology, Internet, Media, and Telecommunications Virtual Conference"
Nov-11-20,04:30PM,"Skillz to Participate in J.P. Morgan's Global Technology, Media, and Telecom in Asia Virtual Conference"
Nov-10-20,04:30PM,Skillz to Participate in Jefferies' Global Interactive Entertainment Virtual Conference
Oct-12-20,06:27PM,INTERVIEW: Get Your SPAC Game on with Skillz
Sep-14-20,12:15PM,"MERGER ALERT  FEAC and VRTU: Levi & Korsinsky, LLP Reminds Investors of Investigations Concerning the Mergers of these Companies"
Sep-10-20,03:05PM,"FLYING EAGLE ALERT: Bragar Eagel & Squire, P.C. Investigates Sale of FEAC and Encourages Investors to Contact the Firm"
Sep-08-20,05:35PM,"MERGER ALERT  AKCA, FEAC, and BLDR: Levi & Korsinsky, LLP Reminds Investors of Investigations Concerning the Mergers of these Companies"
Sep-03-20,07:20PM,SHAREHOLDER ALERT: WeissLaw LLP Investigates Flying Eagle Acquisition Corp.
Sep-03-20,12:33PM,"SHAREHOLDER ALERT: Levi & Korsinsky, LLP Notifies Investors of an Investigation Regarding Whether the Merger of Flying Eagle Acquisition Corp. With Skillz Inc. is Fair to FEAC Shareholders"
Sep-02-20,06:45PM,"SHAREHOLDER NOTICE: Brodsky & Smith, LLC Announces an Investigation of Flying Eagle Acquisition Corp. (NYSE - FEAC)"
Sep-02-20,06:46AM,Mobile games platform Skillz to go public via merger with SPAC Flying Eagle Acquisition
Sep-02-20,06:00AM,Skillz Set to Go Public to Bring Competitive Mobile Gaming to Everyone
Jul-23-20,05:38PM,"Replay Now Available: Sidley, ICR, Goldman Sachs and Nasdaq Joined Panel for Summer SPAC Forum"
Jul-23-20,11:00AM,"Today at 3pm EST: Join Sidley, ICR, Goldman Sachs and Nasdaq for Summer SPAC Forum"
