Dec-09-20,04:30PM,IRET is Now Centerspace
Dec-04-20,04:30PM,IRET Announces Distributions for the 4th Quarter of Calendar Year 2020
Nov-03-20,08:15AM,Investors Real Estate Trust to Host Earnings Call
Nov-02-20,07:15PM,Investors Real Estate Trust (IRET) Q3 FFO and Revenues Surpass Estimates
Oct-13-20,07:01PM,IRET Provides September Operating Update and Announces Date of 3rd Quarter 2020 Earnings Release
Sep-22-20,04:30PM,IRET Announces Growth in Denver Market
Sep-04-20,04:30PM,IRET Announces Distributions for the 3rd Quarter of Calendar Year 2020
Sep-01-20,04:30PM,IRET Announces Sale of Select Assets - Continuing Portfolio Quality Improvement; Provides August Operating Update
Sep-01-20,12:08PM,Could The Investors Real Estate Trust (NYSE:IRET) Ownership Structure Tell Us Something Useful?
Aug-03-20,07:05PM,Investors Real Estate Trust (IRET) Surpasses Q2 FFO Estimates
Jul-27-20,03:17PM,What Did Investors Real Estate Trust's (NYSE:IRET) CEO Take Home Last Year?
Jul-14-20,05:10PM,IRET Announces Date of 2nd Quarter 2020 Earnings Release and Provides June Operating Performance Update
Jun-29-20,04:30PM,IRET Announces Recognition as Top Workplace for 2020
Jun-19-20,08:58AM,Edited Transcript of IRET.N earnings conference call or presentation 12-May-20 3:00pm GMT
Jun-05-20,08:50AM,IRET Announces Distributions for the 2nd Quarter of Calendar Year 2020
Jun-01-20,05:10PM,IRET To Present at Nareit's 2020 REITweek Virtual Investor Conference and Provides May Operating Performance Update
May-18-20,09:05AM,"IRET Publishes Inaugural Environmental, Social, and Governance (ESG) Report for 2019"
May-12-20,11:01PM,Investors Real Estate Trust (IRET) Q1 2020 Earnings Call Transcript
May-11-20,06:25PM,Investors Real Estate Trust (IRET) Q1 FFO Top Estimates
May-11-20,04:30PM,IRET Reports First Quarter 2020 Financial and Operating Results
May-01-20,11:07AM,IRET Announces Change to a Virtual Meeting Format for 2020 Annual Meeting of Shareholders
Apr-22-20,08:15AM,IRET Announces Dates of 1st Quarter 2020 Earnings Release and Conference Call
Apr-15-20,07:11PM,Investing in Turbulent Real Estate Stocks
Apr-13-20,11:06AM,Moving Average Crossover Alert: Investors Real Estate Trust
Mar-27-20,08:40AM,IRET Update on COVID-19
Mar-11-20,08:06AM,IRET Announces Minneapolis Investment Activity
Mar-05-20,04:30PM,IRET Announces Distributions for the 1st Quarter of Calendar Year 2020
Mar-02-20,10:17PM,Edited Transcript of IRET earnings conference call or presentation 20-Feb-20 3:00pm GMT
Feb-22-20,09:45AM,"Earnings Beat: Investors Real Estate Trust Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Models"
Feb-19-20,08:25PM,Investors Real Estate Trust (IRET) Q4 FFO and Revenues Lag Estimates
Feb-07-20,10:11AM,What Is Investors Real Estate Trust's (NYSE:IRET) Share Price Doing?
Feb-04-20,06:00PM,Investors Real Estate Trust Set to Join S&P SmallCap 600
Jan-29-20,04:30PM,"IRET Announces Dates for the Earnings Release and Conference Call for the Fiscal Year Ended December 31, 2019"
Jan-27-20,04:30PM,IRET Announces 2019 Dividend Allocations
Jan-02-20,09:02AM,"Boasting A 8.1% Return On Equity, Is Investors Real Estate Trust (NYSE:IRET) A Top Quality Stock?"
Dec-18-19,09:27AM,"IRET Sells Assets, Exits Sioux Falls & Sioux City Markets"
Dec-16-19,08:00AM,IRET Furthers Portfolio Transformation with the Exit of Sioux Falls and Sioux City Markets
Dec-05-19,04:30PM,IRET Announces Distributions for the 4th Quarter of Calendar Year 2019
Nov-27-19,04:13PM,Edited Transcript of IRET earnings conference call or presentation 7-Nov-19 3:00pm GMT
Nov-06-19,04:30PM,IRET Reports Third Quarter 2019 Financial Results and Updates 2019 Guidance
Oct-29-19,04:30PM,IRET Continues Portfolio Transformation with the Sale of Five Bismarck Properties
Oct-28-19,12:14PM,Does Investors Real Estate Trust (NYSE:IRET) Have A Particularly Volatile Share Price?
Oct-16-19,04:30PM,IRET Announces Dates of 3rd Quarter 2019 Earnings Release and Conference Call
Oct-15-19,09:30AM,Mack-Cali (CLI) Acquires Liberty Towers in 1031 Exchange
Oct-01-19,08:01AM,Is Investors Real Estate Trust (NYSE:IRET) Overpaying Its CEO?
Sep-26-19,08:28AM,"IRET Buys Property in Denver and Minneapolis, Exits Topeka"
Sep-25-19,04:30PM,IRET Announces New Investments in Denver and Minneapolis and Exits the Topeka Housing Market
Sep-16-19,04:30PM,IRET Announces Milestone Financing with $125 Million of Long-Term Unsecured Notes
Sep-05-19,04:30PM,IRET Announces Distributions for the 3rd Quarter of Calendar Year 2019
Sep-03-19,07:31AM,Does Investors Real Estate Trust's (NYSE:IRET) Share Price Gain of 28% Match Its Business Performance?
Aug-30-19,11:24PM,Edited Transcript of IRET earnings conference call or presentation 8-Aug-19 2:00pm GMT
Aug-16-19,05:02PM,4 Great REITs to Bolster Your Portfolio During Global Economic Uncertainty
Aug-09-19,04:24AM,Investors Real Estate Trust (IRET) Q2 2019 Earnings Call Transcript
Aug-08-19,08:37AM,Do Directors Own Investors Real Estate Trust (NYSE:IRET) Shares?
Aug-07-19,05:31PM,IRET Reports Strong Second Quarter 2019 Financial Results and Raises 2019 Guidance
